Name;Sweep (T1);;;
Date;27/09/2024;;;
Time;10:14:24 p. m.;;;
Instrument;FSH20 - 121538/020;;;
Firmware Version;V3.40;;;
Instrument Mode;Spectrum Analyzer;;;
Meas Mode;Spectrogram Playback;;;
Uplink;- - -;;;
Downlink;- - -;;;
Channel;- - -;;;
Center Frequency;435000000;Hz;;
Frequency Offset;0;Hz;;
Span;30000000;Hz;;
Ref Level;-10;dBm;;
Ref Offset;0;dB;;
Ref Position;1;;;
Range;100;dB;;
RF Attenuation;Manual;;;
RF Attenuator;0;dB;;
Pre-Amplifier;Off;;;
RF Input;50 Ω;;;
RBW;300000;Hz;;
VBW;3000000;Hz;;
SWT;0,02;s;;
Trigger Mode;Free Run;;;
Trigger Level;- - -;;;
Trigger Delay;- - -;;;
Trace Mode;Clear / Write;;;
Trace Math;Off;;;
Trace Detector;RMS;;;
Primary Transducer;- - -;;;
Secondary Transducer;- - -;;;
Gated Trigger;Off;;;
Gate Mode;Edge;;;
Gate Delay;0;s;;
Gate Length;0,0004;s;;
Isotropic Antenna;Off;;;
Limit Line 1;- - -;;;
Result Limit Line 1;- - -;;;
Limit Line 2;- - -;;;
Result Limit Line 2;- - -;;;
Marker 1;433238095,2;Hz;;
Marker 1 Value;-51,3;dBm;;
Marker 2;400000000;Hz;;
Marker 2 Value;- - -;;;
Marker 3;450000000;Hz;;
Marker 3 Value;-91,76;dBm;;
Marker 4;430000000;Hz;;
Marker 4 Value;-87,1;dBm;;
Marker 5;440000000;Hz;;
Marker 5 Value;-90,65;dBm;;

Frequency [Hz];Magnitude [dBm];;;
420000000;-83,0408630371094;;;
420047619,047619;-83,0408630371094;;;
420095238,095238;-85,4640350341797;;;
420142857,142857;-84,1212158203125;;;
420190476,190476;-84,8719711303711;;;
420238095,238095;-83,8831787109375;;;
420285714,285714;-83,4315032958984;;;
420333333,333333;-84,4630279541016;;;
420380952,380952;-83,681755065918;;;
420428571,428571;-85,2687149047852;;;
420476190,47619;-83,693962097168;;;
420523809,52381;-84,4569244384766;;;
420571428,571429;-83,1507339477539;;;
420619047,619048;-83,1202087402344;;;
420666666,666667;-84,1029052734375;;;
420714285,714286;-83,0469665527344;;;
420761904,761905;-83,2667007446289;;;
420809523,809524;-84,8780822753906;;;
420857142,857143;-84,9024963378906;;;
420904761,904762;-85,0611877441406;;;
420952380,952381;-85,5555877685547;;;
421000000;-87,0815124511719;;;
421047619,047619;-84,8475570678711;;;
421095238,095238;-84,5606842041016;;;
421142857,142857;-86,5016632080078;;;
421190476,190476;-85,0489807128906;;;
421238095,238095;-84,139533996582;;;
421285714,285714;-84,6583480834961;;;
421333333,333333;-85,2870254516602;;;
421380952,380952;-84,5606842041016;;;
421428571,428571;-84,4447174072266;;;
421476190,47619;-83,9259033203125;;;
421523809,52381;-84,7254867553711;;;
421571428,571429;-85,8485641479492;;;
421619047,619048;-82,7417831420898;;;
421666666,666667;-86,2208938598633;;;
421714285,714286;-87,1791763305664;;;
421761904,761905;-83,858757019043;;;
421809523,809524;-84,0968017578125;;;
421857142,857143;-84,8597640991211;;;
421904761,904762;-84,4019927978516;;;
421952380,952381;-82,3877716064453;;;
422000000;-84,6156158447266;;;
422047619,047619;-83,4498138427734;;;
422095238,095238;-84,182258605957;;;
422142857,142857;-85,5372772216797;;;
422190476,190476;-84,8536605834961;;;
422238095,238095;-84,5850982666016;;;
422285714,285714;-84,151741027832;;;
422333333,333333;-84,8658676147461;;;
422380952,380952;-84,157844543457;;;
422428571,428571;-87,1669692993164;;;
422476190,47619;-84,4264068603516;;;
422523809,52381;-87,0448913574219;;;
422571428,571429;-86,5993194580078;;;
422619047,619048;-86,1049194335938;;;
422666666,666667;-84,261604309082;;;
422714285,714286;-85,6105194091797;;;
422761904,761905;-85,5616912841797;;;
422809523,809524;-85,5677947998047;;;
422857142,857143;-86,5016632080078;;;
422904761,904762;-84,9147033691406;;;
422952380,952381;-85,2870254516602;;;
423000000;-86,0377807617188;;;
423047619,047619;-85,7875289916992;;;
423095238,095238;-86,1598587036133;;;
423142857,142857;-87,0448913574219;;;
423190476,190476;-86,2147903442383;;;
423238095,238095;-83,877067565918;;;
423285714,285714;-85,7570114135742;;;
423333333,333333;-86,4528350830078;;;
423380952,380952;-86,6176300048828;;;
423428571,428571;-86,4589385986328;;;
423476190,47619;-85,4152069091797;;;
423523809,52381;-85,5128631591797;;;
423571428,571429;-85,4274139404297;;;
423619047,619048;-85,3236465454102;;;
423666666,666667;-85,3968963623047;;;
423714285,714286;-85,4823455810547;;;
423761904,761905;-87,1608657836914;;;
423809523,809524;-87,6735763549805;;;
423857142,857143;-88,6013336181641;;;
423904761,904762;-87,2890396118164;;;
423952380,952381;-85,9889526367188;;;
424000000;-83,9259033203125;;;
424047619,047619;-86,9594421386719;;;
424095238,095238;-86,9777526855469;;;
424142857,142857;-87,0143737792969;;;
424190476,190476;-87,0876159667969;;;
424238095,238095;-85,1771621704102;;;
424285714,285714;-86,5688018798828;;;
424333333,333333;-85,2504043579102;;;
424380952,380952;-86,2086868286133;;;
424428571,428571;-86,1964797973633;;;
424476190,47619;-85,3907928466797;;;
424523809,52381;-86,2697219848633;;;
424571428,571429;-86,6603622436523;;;
424619047,619048;-86,7275009155273;;;
424666666,666667;-87,4477386474609;;;
424714285,714286;-86,4833526611328;;;
424761904,761905;-86,2941360473633;;;
424809523,809524;-86,3063430786133;;;
424857142,857143;-86,2269973754883;;;
424904761,904762;-86,7091903686523;;;
424952380,952381;-87,1547622680664;;;
425000000;-85,7875289916992;;;
425047619,047619;-86,9655456542969;;;
425095238,095238;-86,3307571411133;;;
425142857,142857;-85,8180465698242;;;
425190476,190476;-86,3612747192383;;;
425238095,238095;-85,9340209960938;;;
425285714,285714;-86,7030868530273;;;
425333333,333333;-88,3205642700195;;;
425380952,380952;-85,7325973510742;;;
425428571,428571;-85,6288375854492;;;
425476190,47619;-86,7824325561523;;;
425523809,52381;-86,5688018798828;;;
425571428,571429;-86,9472351074219;;;
425619047,619048;-87,6857833862305;;;
425666666,666667;-88,2351150512695;;;
425714285,714286;-86,9899597167969;;;
425761904,761905;-86,2941360473633;;;
425809523,809524;-86,8129501342773;;;
425857142,857143;-86,0255737304688;;;
425904761,904762;-86,6054229736328;;;
425952380,952381;-86,6664657592773;;;
426000000;-85,5677947998047;;;
426047619,047619;-86,8923034667969;;;
426095238,095238;-86,4528350830078;;;
426142857,142857;-85,9767456054688;;;
426190476,190476;-86,9106140136719;;;
426238095,238095;-86,4589385986328;;;
426285714,285714;-85,3236465454102;;;
426333333,333333;-87,7285079956055;;;
426380952,380952;-86,2392044067383;;;
426428571,428571;-87,2035903930664;;;
